c,92.40.249.93,1519749986059
d,92.40.249.93,1519750001022
c,92.40.249.93,1519750001393
d,92.40.249.93,1519750028287
c,192.76.8.74,1519750157888
d,192.76.8.82,1519750518659
c,192.76.28.92,1519750521996
c,82.16.58.202,1519750970903
c,82.16.58.202,1519750980630
d,82.16.58.202,1519750999224
c,82.16.58.202,1519750999437
c,163.1.43.20,1519751033771
d,82.16.58.202,1519751063963
d,163.1.43.20,1519751140140
c,192.76.8.68,1519751234364
d,192.76.8.68,1519751236361
c,192.76.8.68,1519751238437
d,192.76.8.68,1519751254248
c,188.29.164.52,1519751540448
c,192.76.8.93,1519751579245
d,188.29.164.52,1519751645151
c,192.76.8.75,1519751658988
d,192.76.8.75,1519751697532
d,82.16.58.202,1519751914002
c,163.1.88.5,1519752165069
d,163.1.88.5,1519752169286
c,86.153.123.104,1519752299281
d,109.152.42.26,1519752316804
c,163.1.134.1,1519754125584
c,192.76.8.93,1519754125613
c,129.67.12.204,1519754125758
c,192.76.8.77,1519754125887
c,86.153.123.104,1519754126342
c,163.1.151.246,1519754127908
c,163.1.88.5,1519754128734
d,163.1.88.5,1519754132767
c,163.1.88.5,1519754132990
d,163.1.88.5,1519754136694
c,163.1.88.5,1519754136900
d,163.1.88.5,1519754143026
c,192.76.8.92,1519754187080
d,163.1.151.246,1519754331227
c,192.76.8.80,1519754558595
d,192.76.8.80,1519754613363
c,192.76.8.74,1519754656010
c,192.76.28.92,1519754665806
d,192.76.8.74,1519755212968
c,86.176.231.170,1519755219037
d,192.76.8.77,1519755391875
c,109.152.42.26,1519755484549
c,92.156.50.43,1519755532579
c,192.76.8.77,1519755628812
c,192.76.8.74,1519756005332
d,192.76.8.74,1519756101707
d,86.153.123.104,1519756297092
d,92.156.50.43,1519756425724
c,192.76.8.80,1519756565831
c,51.6.190.46,1519756610067
d,192.76.8.77,1519756621700
c,94.119.64.7,1519756650703
c,192.76.8.86,1519756673096
d,192.76.8.80,1519756703339
d,163.1.134.1,1519756909636
c,110.39.186.174,1519757071356
d,110.39.186.174,1519757071493
c,110.39.186.174,1519757076221
c,192.76.8.66,1519757081105
c,192.76.8.66,1519757105388
d,94.119.64.7,1519757107182
d,110.39.186.174,1519757117543
c,192.76.8.77,1519757270159
d,109.152.42.26,1519757289859
c,141.136.154.133,1519757326122
c,109.152.42.26,1519757490282
d,109.152.42.26,1519757512043
d,192.76.8.93,1519757792643
d,86.176.231.170,1519758022882
d,192.76.28.92,1519758200963
c,86.172.232.111,1519758250458
c,81.109.117.182,1519758624210
d,81.109.117.182,1519758630073
d,192.76.8.66,1519758755716
d,192.76.8.66,1519758756739
c,73.206.148.153,1519758928417
d,73.206.148.153,1519758945359
d,192.76.8.86,1519759122025
c,192.76.8.86,1519759744355
c,192.76.8.76,1519759772953
d,192.76.8.76,1519759795069
c,192.76.28.92,1519760058744
d,51.6.190.46,1519760165251
c,81.109.117.182,1519760171943
d,81.109.117.182,1519760176764
c,81.109.117.182,1519760187341
d,81.109.117.182,1519760234546
c,192.76.8.84,1519760373087
c,192.76.8.79,1519760611927
d,86.172.232.111,1519760672003
c,94.119.64.2,1519760710474
d,192.76.8.84,1519760719369
d,192.76.28.92,1519761030787
c,73.220.114.233,1519761877766
d,73.220.114.233,1519761901562
c,73.220.114.233,1519761902426
d,73.220.114.233,1519761913894
c,82.132.231.40,1519762319739
d,82.132.231.40,1519762327551
c,82.132.231.40,1519762328439
d,82.132.231.40,1519762332421
c,82.132.231.40,1519762376799
d,82.132.231.40,1519762380411
c,192.76.8.84,1519762535905
d,141.136.154.133,1519762552258
d,94.119.64.2,1519762604419
d,192.76.8.84,1519762614684
c,192.76.8.81,1519762902676
d,192.76.8.81,1519762980485
c,51.6.190.46,1519763087100
c,94.119.64.13,1519763391885
c,192.76.8.94,1519763481904
c,86.153.123.187,1519763512915
d,86.153.123.187,1519763517048
c,192.76.8.80,1519764192020
d,192.76.8.77,1519764406148
c,192.76.8.77,1519764536769
d,51.6.190.46,1519764855678
c,51.6.190.46,1519764857719
d,192.76.8.94,1519764893315
c,192.76.8.70,1519765125509
d,192.76.8.79,1519765275959
c,192.76.8.79,1519765276241
d,192.76.8.86,1519765390211
d,192.76.8.80,1519765525379
c,192.76.28.92,1519765534139
c,192.76.8.78,1519765709193
d,192.76.28.92,1519765761735
c,192.76.28.92,1519765762000
d,192.76.8.78,1519766259921
c,90.202.0.120,1519766633260
c,163.1.32.35,1519766923031
d,163.1.32.35,1519767019140
c,192.76.8.69,1519767843463
d,192.76.8.92,1519767920222
d,94.119.64.13,1519767935363
c,82.5.211.65,1519767937519
d,82.5.211.65,1519767950682
d,192.76.8.70,1519768169701
c,213.205.198.48,1519768179298
c,82.5.211.65,1519768190612
d,82.5.211.65,1519768190632
c,82.5.211.65,1519768191802
c,163.1.151.246,1519768214298
c,192.76.8.88,1519768214977
c,192.76.8.80,1519768218211
c,82.6.149.40,1519768228466
d,213.205.198.48,1519768240816
c,213.205.198.48,1519768244344
d,213.205.198.48,1519768246774
c,163.1.134.1,1519768248322
c,86.184.58.57,1519768253128
d,82.6.149.40,1519768254680
c,82.6.187.96,1519768260096
c,82.5.211.112,1519768282684
c,82.14.190.137,1519768293496
c,192.76.8.68,1519768294032
c,82.0.96.211,1519768301423
d,82.14.190.137,1519768307942
c,192.76.8.77,1519768319499
d,192.76.8.77,1519768325615
c,163.1.147.254,1519768329615
d,163.1.134.1,1519768332626
d,192.76.8.80,1519768339360
c,185.69.144.43,1519768343946
d,163.1.147.254,1519768345140
c,2.126.190.42,1519768348104
c,2.126.190.42,1519768358902
d,82.6.187.96,1519768361733
c,92.40.249.7,1519768366619
c,192.76.8.85,1519768372569
d,92.40.249.7,1519768382780
d,82.5.211.65,1519768383060
c,81.109.117.182,1519768402871
c,193.54.23.146,1519768408615
c,86.21.149.239,1519768410519
c,165.120.36.46,1519768412135
c,86.24.156.237,1519768412487
c,90.202.6.11,1519768417963
c,86.24.156.237,1519768418044
d,86.24.156.237,1519768418992
c,86.24.156.237,1519768419394
c,192.76.8.85,1519768419702
c,80.192.245.200,1519768420853
c,129.67.88.77,1519768422816
d,192.76.8.85,1519768425514
c,192.76.8.85,1519768432151
d,86.184.58.57,1519768433936
c,86.24.156.237,1519768437464
c,82.17.69.74,1519768438119
c,82.14.190.137,1519768438825
c,80.192.245.200,1519768441742
c,149.254.234.193,1519768443671
d,82.14.190.137,1519768443691
d,90.202.6.11,1519768454347
c,192.76.8.69,1519768474590
d,86.21.149.239,1519768476030
c,81.109.64.67,1519768476088
c,165.120.36.46,1519768483550
c,192.76.8.93,1519768485396
d,192.76.8.68,1519768486701
c,192.76.7.132,1519768492558
c,82.27.1.196,1519768492688
d,192.76.8.93,1519768500841
c,192.76.8.87,1519768501982
c,82.27.1.196,1519768503206
c,81.109.117.182,1519768521956
d,129.67.88.77,1519768523664
c,163.1.147.254,1519768524491
c,80.42.130.210,1519768532003
d,86.24.156.237,1519768533767
d,86.24.156.237,1519768533767
d,86.24.156.237,1519768533767
c,192.76.8.65,1519768535785
d,81.109.117.182,1519768546591
c,81.109.117.182,1519768546862
d,81.109.117.182,1519768552551
c,86.24.156.237,1519768556241
c,82.41.96.254,1519768561276
c,82.15.58.237,1519768562595
d,86.24.156.237,1519768572334
c,81.109.117.182,1519768572500
c,82.15.58.237,1519768574753
c,62.31.0.79,1519768576137
d,82.41.96.254,1519768582196
c,192.76.8.89,1519768585584
d,80.42.130.210,1519768598961
d,81.109.117.182,1519768604302
c,81.109.117.182,1519768604526
c,86.24.156.237,1519768607199
d,81.109.117.182,1519768610561
d,86.24.156.237,1519768617315
c,82.16.157.6,1519768626604
c,1.127.107.75,1519768634142
d,82.16.157.6,1519768647621
d,149.254.234.193,1519768654075
c,2.101.16.140,1519768655451
c,192.76.8.78,1519768657272
d,192.76.8.78,1519768662866
c,192.76.8.73,1519768663748
c,192.76.8.85,1519768671153
c,86.24.156.237,1519768674402
c,192.76.8.72,1519768677798
c,81.156.187.114,1519768678657
d,192.76.8.87,1519768679120
c,95.222.28.205,1519768700667
c,94.119.64.18,1519768708976
d,81.156.187.114,1519768714391
c,1.127.106.1,1519768744305
d,95.222.28.205,1519768746583
c,192.76.8.81,1519768751771
d,1.127.106.1,1519768752944
c,213.205.198.34,1519768756098
d,86.24.156.237,1519768757273
d,192.76.8.69,1519768757344
c,86.24.156.237,1519768763211
c,192.76.8.77,1519768766515
d,192.76.8.69,1519768769287
d,192.76.8.77,1519768776157
d,192.76.8.85,1519768781031
c,129.67.126.1,1519768800146
c,86.153.89.144,1519768805601
c,146.66.44.146,1519768808477
d,163.1.151.246,1519768813158
d,193.54.23.146,1519768817425
d,165.120.36.46,1519768823561
d,86.24.156.237,1519768825969
c,192.76.8.83,1519768834976
c,217.42.13.38,1519768841908
d,81.109.64.67,1519768843477
d,82.15.58.237,1519768851641
d,146.66.44.146,1519768859605
c,129.67.161.152,1519768864381
c,192.76.8.95,1519768865498
c,163.1.151.148,1519768870635
c,86.134.16.113,1519768872658
c,192.76.8.71,1519768880587
c,192.76.8.94,1519768880645
c,163.1.151.148,1519768880889
d,163.1.151.148,1519768894071
c,192.76.8.94,1519768896562
d,163.1.151.148,1519768898631
d,82.5.211.112,1519768907965
d,192.76.8.71,1519768910672
d,192.76.8.94,1519768914092
c,129.67.161.152,1519768921748
c,192.76.8.87,1519768947149
d,82.27.1.196,1519768947433
d,82.27.1.196,1519768947433
c,192.76.8.78,1519768953022
c,192.76.8.95,1519768954745
c,192.76.8.84,1519768963031
d,192.76.8.84,1519768970418
d,129.67.126.1,1519768975311
c,192.76.8.91,1519768978648
d,2.126.190.42,1519768979534
d,2.126.190.42,1519768979539
d,82.15.58.237,1519768981593
c,192.76.8.77,1519768984469
c,81.153.177.41,1519768985133
c,192.76.8.77,1519768989239
c,81.110.86.1,1519768992959
c,192.76.8.75,1519769000369
c,192.76.8.87,1519769006219
d,81.153.177.41,1519769009695
c,192.76.8.93,1519769017847
d,192.76.8.87,1519769028497
c,192.76.8.80,1519769033483
d,192.76.8.87,1519769035563
d,192.76.8.94,1519769037673
d,82.17.69.74,1519769046082
d,192.76.8.81,1519769047171
c,192.76.8.80,1519769065154
d,192.76.8.80,1519769075008
c,192.76.8.87,1519769079201
d,81.110.86.1,1519769079398
d,192.76.8.87,1519769080012
c,192.76.8.87,1519769085666
c,129.67.21.254,1519769096806
d,192.76.8.87,1519769098876
d,129.67.21.254,1519769099787
c,192.76.8.87,1519769103411
c,188.29.164.151,1519769104553
c,163.1.120.19,1519769106271
d,192.76.8.83,1519769107753
c,129.67.21.254,1519769114061
c,82.14.186.237,1519769133681
c,129.67.126.1,1519769140192
c,192.76.8.80,1519769141465
d,192.76.8.87,1519769144673
c,94.3.53.154,1519769154758
c,192.76.8.74,1519769160570
d,192.76.7.132,1519769175637
c,192.76.8.87,1519769178505
c,82.5.195.227,1519769184658
c,213.205.194.58,1519769186136
d,192.76.8.87,1519769190093
c,129.67.21.254,1519769192710
c,129.67.21.254,1519769194307
c,192.76.8.84,1519769194349
c,192.76.8.80,1519769196275
c,192.76.8.72,1519769205547
c,192.76.8.70,1519769206664
d,192.76.8.84,1519769207585
d,192.76.8.70,1519769212175
d,94.3.53.154,1519769215005
d,213.205.194.58,1519769217103
c,92.233.239.184,1519769221594
c,192.76.8.87,1519769224766
d,82.5.195.227,1519769225930
c,192.76.8.76,1519769230078
c,94.119.64.13,1519769244108
d,192.76.8.87,1519769244360
c,192.76.8.76,1519769251665
c,192.76.8.76,1519769256938
d,192.76.8.80,1519769258593
d,129.67.21.254,1519769262479
c,213.205.198.34,1519769264618
d,192.76.8.76,1519769275968
d,192.76.8.76,1519769275968
c,192.76.8.71,1519769287033
d,82.14.186.237,1519769296045
d,192.76.8.71,1519769298096
c,192.76.8.68,1519769307344
c,129.67.21.254,1519769315895
c,163.1.120.19,1519769317249
d,92.233.239.184,1519769327084
d,192.76.8.72,1519769332171
d,192.76.8.80,1519769357745
c,192.76.8.76,1519769361052
d,213.205.198.34,1519769362517
d,192.76.8.76,1519769366350
c,192.76.8.73,1519769368325
c,213.205.194.185,1519769375816
c,85.255.236.224,1519769377348
c,85.255.236.224,1519769381899
c,213.205.194.185,1519769392675
d,192.76.8.73,1519769393674
d,192.76.8.68,1519769397040
c,85.255.236.224,1519769407188
c,192.76.8.92,1519769409219
d,192.76.8.92,1519769415126
d,129.67.21.254,1519769420864
c,192.76.8.72,1519769422588
d,80.192.245.200,1519769447124
d,80.192.245.200,1519769447129
c,163.1.147.254,1519769454145
d,192.76.8.73,1519769457974
d,163.1.120.19,1519769460969
c,86.143.0.191,1519769465310
d,185.69.144.43,1519769488567
c,81.141.100.75,1519769501135
c,192.76.8.85,1519769502230
d,163.1.147.254,1519769508371
c,81.141.100.75,1519769517781
c,82.5.211.65,1519769542467
d,163.1.147.254,1519769551747
d,129.67.161.152,1519769585245
d,129.67.161.152,1519769585246
c,80.189.66.209,1519769606796
d,192.76.8.89,1519769628548
c,82.5.12.210,1519769639806
c,192.76.8.76,1519769641488
d,1.127.107.75,1519769644419
c,192.76.8.80,1519769653318
c,88.98.204.27,1519769662954
c,192.76.8.89,1519769671198
d,192.76.8.80,1519769675530
d,192.76.8.89,1519769684129
c,82.5.211.65,1519769698551
c,129.67.21.254,1519769718383
d,213.205.198.34,1519769735404
d,192.76.8.76,1519769735972
d,88.98.204.27,1519769754345
c,192.76.8.78,1519769761312
d,82.5.211.65,1519769774644
c,192.76.28.76,1519769791676
d,94.119.64.13,1519769832502
c,74.105.76.217,1519769834356
c,65.48.36.117,1519769844471
d,192.76.8.72,1519769849412
d,74.105.76.217,1519769864073
d,82.5.211.65,1519769875116
c,109.150.152.78,1519769881740
c,74.141.191.175,1519769882038
c,109.150.152.78,1519769889452
d,74.141.191.175,1519769892792
d,65.48.36.117,1519769906910
d,213.205.194.185,1519769921858
c,80.195.168.82,1519769922600
d,80.195.168.82,1519769923154
c,213.205.194.185,1519769924373
c,192.76.8.72,1519769925479
d,109.150.152.78,1519769930197
d,109.150.152.78,1519769930203
c,192.76.8.76,1519769931533
c,192.76.8.69,1519769934081
c,80.195.168.82,1519769935425
d,192.76.8.76,1519769936101
d,213.205.194.185,1519769954106
d,213.205.194.185,1519769954117
d,192.76.28.76,1519769958252
d,80.195.168.82,1519769972229
c,82.5.211.65,1519769980038
c,129.67.62.127,1519769991051
d,192.76.8.75,1519770003332
d,192.76.8.95,1519770012035
c,192.76.8.84,1519770020955
c,2.126.190.42,1519770021210
d,2.126.190.42,1519770022217
c,82.132.222.243,1519770028795
d,82.5.12.210,1519770057283
c,192.76.8.79,1519770086433
c,81.107.226.98,1519770090813
d,188.29.164.151,1519770093955
d,81.107.226.98,1519770104723
c,192.76.8.78,1519770110783
d,192.76.28.92,1519770121731
d,85.255.236.224,1519770126300
d,85.255.236.224,1519770126300
d,85.255.236.224,1519770126307
c,192.76.8.80,1519770134414
c,129.67.21.254,1519770137658
d,129.67.21.254,1519770144457
d,129.67.21.254,1519770144484
c,192.76.28.108,1519770158934
c,120.17.201.250,1519770160416
c,192.76.28.108,1519770167430
c,192.76.28.108,1519770169217
d,192.76.8.79,1519770169634
d,120.17.201.250,1519770171413
c,80.195.168.82,1519770180010
d,86.143.0.191,1519770185239
c,192.76.8.93,1519770195835
c,82.6.187.223,1519770206739
c,192.76.28.108,1519770209440
c,192.76.8.94,1519770212448
c,163.1.127.94,1519770212922
c,86.164.237.102,1519770213028
d,192.76.8.85,1519770215200
d,80.195.168.82,1519770217721
c,129.67.67.242,1519770219494
c,2.30.251.37,1519770222979
d,163.1.127.94,1519770227331
c,190.78.98.98,1519770245174
d,2.30.251.37,1519770247105
c,163.1.32.35,1519770255553
c,163.1.208.255,1519770266954
c,192.76.8.71,1519770267697
d,129.67.67.242,1519770293453
c,81.110.84.17,1519770294371
d,192.76.8.69,1519770294549
d,190.78.98.98,1519770294561
d,163.1.208.255,1519770298528
c,192.76.8.93,1519770306239
d,192.76.8.65,1519770315689
c,163.1.134.1,1519770335008
d,192.76.8.77,1519770335020
d,192.76.8.77,1519770335020
c,94.119.64.1,1519770340790
c,192.76.8.80,1519770349289
d,192.76.8.72,1519770351107
d,192.76.8.76,1519770356407
c,163.1.134.1,1519770356574
c,82.5.15.99,1519770356951
d,192.76.8.78,1519770357088
d,192.76.8.93,1519770357382
c,192.76.8.93,1519770358249
c,163.1.134.1,1519770382666
d,86.134.16.113,1519770384752
d,94.119.64.1,1519770397833
d,81.109.117.182,1519770400131
d,192.76.8.80,1519770400158
d,192.76.8.80,1519770403006
d,82.5.15.99,1519770404559
c,192.76.8.64,1519770412671
c,192.76.8.69,1519770430259
d,192.76.8.64,1519770443442
d,192.76.8.71,1519770448801
d,192.76.8.88,1519770457988
d,192.76.8.69,1519770463026
c,84.93.50.52,1519770470016
c,80.195.168.82,1519770476810
c,192.76.28.76,1519770527597
d,192.76.28.108,1519770528419
d,192.76.28.108,1519770528435
d,192.76.28.108,1519770528435
d,192.76.28.108,1519770528435
d,82.132.222.243,1519770531920
c,192.76.8.90,1519770537491
c,81.110.97.160,1519770538524
d,84.93.50.52,1519770542809
d,82.5.211.65,1519770558603
d,129.67.21.254,1519770576224
d,129.67.21.254,1519770576234
c,86.24.156.237,1519770576375
c,163.1.208.255,1519770579052
d,163.1.134.1,1519770582279
d,163.1.134.1,1519770582279
c,163.1.134.1,1519770583416
d,192.76.8.91,1519770590810
c,192.76.8.76,1519770599273
c,82.6.148.212,1519770600487
d,82.6.187.223,1519770615214
c,82.6.148.212,1519770616666
c,86.143.0.191,1519770628534
c,192.76.8.68,1519770636691
d,86.24.156.237,1519770641738
d,129.67.62.127,1519770649134
c,129.67.176.64,1519770658476
c,82.132.222.243,1519770666126
c,192.76.8.77,1519770668316
d,192.76.8.95,1519770674564
c,129.67.67.242,1519770675092
d,86.143.0.191,1519770679936
d,86.164.237.102,1519770691053
c,81.110.90.55,1519770692641
d,129.67.67.242,1519770696591
c,129.67.65.23,1519770707443
d,163.1.134.1,1519770734487
d,192.76.8.77,1519770757217
c,220.235.12.36,1519770800583
c,130.185.184.249,1519770807375
c,94.197.120.62,1519770816271
d,94.197.120.62,1519770830762
c,192.76.8.94,1519770849135
d,192.76.8.84,1519770850271
c,192.76.8.80,1519770851967
d,192.76.8.85,1519770868031
d,192.76.8.94,1519770876041
c,192.76.8.88,1519770900606
d,192.76.8.80,1519770903255
c,192.76.8.88,1519770903578
c,192.76.8.80,1519770908690
c,82.14.186.29,1519770916475
c,94.194.107.41,1519770930188
c,192.76.8.91,1519770947769
d,82.14.186.29,1519770948354
c,82.6.50.191,1519770958919
d,129.67.176.64,1519770964813
d,192.76.8.80,1519770969368
d,82.132.222.243,1519770970874
c,82.14.186.29,1519770975303
c,192.76.8.68,1519770979251
c,192.76.8.81,1519770980487
d,192.76.8.88,1519770981941
d,192.76.8.88,1519770981945
c,142.112.135.43,1519770995982
c,163.1.134.1,1519771021455
c,129.67.119.75,1519771023486
d,129.67.119.75,1519771032969
c,81.107.226.98,1519771034128
d,142.112.135.43,1519771035151
d,81.107.226.98,1519771039030
c,129.67.39.200,1519771040524
c,86.164.237.102,1519771043611
d,86.164.237.102,1519771047853
c,81.107.226.98,1519771055463
c,192.76.8.85,1519771061305
d,192.76.8.85,1519771083318
d,81.110.97.160,1519771098115
d,163.1.134.1,1519771098525
d,192.76.8.78,1519771107691
d,217.42.13.38,1519771132739
d,129.67.39.200,1519771141389
d,86.153.89.144,1519771147267
d,192.76.8.85,1519771149916
d,192.76.8.81,1519771158458
c,82.132.217.204,1519771169100
c,131.111.5.168,1519771185732
d,82.132.217.204,1519771194228
d,192.76.8.91,1519771196802
c,192.76.8.90,1519771199229
d,192.76.8.72,1519771200387
d,131.111.5.168,1519771211448
c,192.76.8.83,1519771230913
d,192.76.8.83,1519771235393
c,192.76.8.83,1519771241780
c,78.144.192.250,1519771300667
d,163.1.208.255,1519771311191
d,192.76.8.77,1519771335258
c,82.14.187.51,1519771335854
c,213.205.198.69,1519771349286
d,213.205.198.69,1519771362510
c,81.106.195.88,1519771362545
c,31.50.32.248,1519771368835
c,161.73.47.66,1519771391320
c,192.76.8.85,1519771409873
c,86.19.180.248,1519771410879
d,62.31.0.79,1519771411457
d,163.1.32.35,1519771413886
d,94.194.107.41,1519771417302
c,86.153.123.2,1519771439475
d,86.153.123.2,1519771451668
c,192.76.8.65,1519771455900
c,192.76.8.68,1519771481347
c,192.76.8.79,1519771481684
d,192.76.8.65,1519771482123
d,192.76.8.83,1519771508408
c,192.76.8.86,1519771518720
c,94.8.235.244,1519771539175
c,129.67.123.5,1519771546670
d,94.8.235.244,1519771564656
d,129.67.123.5,1519771594455
d,192.76.8.68,1519771595968
d,81.110.84.17,1519771596484
c,81.110.84.17,1519771597097
c,192.76.8.88,1519771606871
d,192.76.8.93,1519771609589
c,192.76.8.71,1519771615487
c,92.21.42.216,1519771616852
d,31.50.32.248,1519771630498
c,192.76.8.71,1519771634038
c,86.24.156.237,1519771641943
c,192.76.8.83,1519771654827
d,192.76.8.74,1519771660675
c,90.202.6.11,1519771671109
d,192.76.8.71,1519771676033
d,192.76.8.71,1519771676034
c,82.132.213.246,1519771677465
d,82.132.213.246,1519771682874
c,192.76.177.125,1519771684251
d,192.76.177.125,1519771695570
d,192.76.8.90,1519771702254
d,92.21.42.216,1519771705481
c,82.132.222.243,1519771718775
d,82.132.222.243,1519771725669
c,82.6.151.135,1519771732436
d,192.76.8.88,1519771734690
d,86.24.156.237,1519771768297
c,51.9.81.52,1519771809751
d,81.107.226.98,1519771819696
d,51.9.81.52,1519771825446
c,81.109.85.243,1519771829486
c,81.141.94.227,1519771830558
c,192.76.8.85,1519771838690
c,192.76.8.68,1519771847033
d,192.76.28.76,1519771860136
d,82.14.187.51,1519771870472
c,129.67.67.242,1519771885199
c,192.76.8.68,1519771888891
d,192.76.8.68,1519771888903
c,192.76.8.68,1519771889977
c,88.97.19.124,1519771896586
d,82.6.151.135,1519771899470
d,192.76.8.86,1519771909581
c,27.32.167.96,1519771910071
d,192.76.8.68,1519771922245
d,192.76.8.83,1519771924748
c,192.76.8.64,1519771927407
d,192.76.8.68,1519771951491
d,192.76.8.79,1519771981540
d,88.97.19.124,1519772001071
d,81.141.94.227,1519772001554
c,82.34.109.169,1519772027052
c,2.247.252.52,1519772037412
d,161.73.47.66,1519772049152
d,86.19.180.248,1519772052513
d,90.202.6.11,1519772055802
c,192.76.8.94,1519772057947
c,86.172.232.111,1519772081533
c,192.76.8.88,1519772084483
c,192.76.8.92,1519772087713
c,213.205.198.69,1519772124840
d,192.76.8.92,1519772129645
c,82.6.186.61,1519772148053
c,192.76.8.95,1519772149376
c,213.205.198.69,1519772160577
c,27.32.167.96,1519772180539
c,88.150.179.84,1519772183349
d,213.205.198.69,1519772189701
d,213.205.198.69,1519772192060
c,27.32.167.96,1519772198402
d,27.32.167.96,1519772206137
d,27.32.167.96,1519772207926
d,82.6.148.212,1519772212460
d,82.6.148.212,1519772212461
c,95.148.33.120,1519772213742
c,95.148.33.120,1519772219821
c,192.76.8.95,1519772292176
c,192.76.8.75,1519772294826
d,192.76.8.95,1519772298200
d,82.34.109.169,1519772316369
d,81.110.84.17,1519772318046
d,192.76.8.75,1519772321843
c,94.119.64.13,1519772325955
d,95.148.33.120,1519772349442
d,95.148.33.120,1519772349443
d,94.119.64.13,1519772361442
c,213.205.198.69,1519772364037
d,78.144.192.250,1519772381394
d,213.205.198.69,1519772389602
c,78.144.192.250,1519772395493
c,94.119.64.19,1519772409158
c,82.5.193.188,1519772412545
d,129.67.65.23,1519772416347
c,129.67.65.23,1519772417420
c,82.18.129.55,1519772420082
d,94.119.64.19,1519772435907
c,86.8.143.223,1519772436876
c,86.8.143.223,1519772448683
d,192.76.8.94,1519772461758
d,86.8.143.223,1519772465603
d,86.8.143.223,1519772468536
c,192.76.8.88,1519772478133
d,82.5.193.188,1519772478464
c,192.76.28.107,1519772497029
d,82.18.129.55,1519772501081
c,95.148.33.120,1519772505822
c,109.154.70.164,1519772514008
c,163.1.214.193,1519772515381
c,82.132.227.66,1519772519784
c,192.76.8.73,1519772521687
d,82.132.227.66,1519772523703
c,129.67.21.254,1519772525631
d,192.76.8.88,1519772528607
d,192.76.8.88,1519772535010
d,88.150.179.84,1519772537184
c,149.254.234.217,1519772539800
d,129.67.21.254,1519772562989
d,81.106.195.88,1519772564590
d,192.76.8.95,1519772604679
